StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q2_Consent2,Q3_Age,Q4_Gender,Q5_Edu_level,Q8_Emp,Q10_Trust_1,Q10_Trust_2,Q10_Trust_3,Q10_Trust_4,Q11_WE_Home,Q12_WE_Visit,Q13_WE_Emp,Q14_WE_Invest,Q17_Know_1,Q17_Know_2,Q17_Know_3,Q17_Know_4,Q17_Know_5,Q17_Know_6,Q20_Env_Concern_1,Q20_Env_Concern_2,Q20_Env_Concern_3,Q20_Env_Concern_4,Q20_Env_Concern_5,Q20_Env_Concern_DO,Q24_SA_Att_1,Q24_SA_Att_2,Q24_SA_Att_3,Q24_SA_Att_4,Q24_SA_Att_5,Q25_SA_Fact_1,Q25_SA_Fact_2,Q25_SA_Fact_3,Q25_SA_Fact_4,Q25_SA_Fact_5,Q25_SA_Fact_6,Q25_SA_Fact_7,Q25_SA_Fact_8,Q25_SA_Fact_DO,Q26_SA_Behav_1,Q26_SA_Behav_2,Q26_SA_Behav_3,Q26_SA_Behav_4,Q26_SA_Behav_5,Q26_SA_Behav_DO,Q28_Acc_1,Q28_Acc_2,Q28_Acc_DO,Q29_Eco_Perc_1,Q29_Eco_Perc_2,Q29_Eco_Perc_3,Q29_Eco_Perc_4,Q29_Eco_Perc_5,Q29_Eco_Perc_6,Q29_Eco_Perc_7,Q30_Env_Id_1,Q30_Env_Id_2,Q30_Env_Id_3,Q30_Env_Id_4,Q30_Env_Id_5,Q30_Env_Id_6,Q30_Env_Id_7,Q30_Env_Id_8,Q30_Env_Id_9,Q30_Env_Id_10,Q30_Env_Id_11,Q30_Env_Id_DO,Q31_Check,Q31_Check_DO,Q32_Social_Norm_1,Q32_Social_Norm_2,Q32_Social_Norm_3,Q33_Comm_ID_1,Q33_Comm_ID_2,Q33_Comm_ID_3,FL_24_DO
2024-10-22 08:06:55,2024-10-22 08:18:04,0,100,668,1,2024-10-22 08:18:05,R_2QDL1kDSpjKhGzj,anonymous,EN,1,,0,0,,1,36,1,4,1,2,3,4,2,1,2,1,2,2,1,1,2,4,5,2,2,2,4,2,3|5|4|1|2,4,4,3,3,3,6,7,6,6,6,6,6,6,7|3|6|8|2|5|4|1,3,5,5,2,3,4|1|2|3|5,4,5,1|2,5,5,4,4,4,5,6,7,4,5,5,6,5,7,6,5,7,7,7|11|1|10|5|8|4|9|6|3|2,4,1|4|3|2,1,1,3,4,4,3,Condition3_Ctrl
2024-10-22 08:08:08,2024-10-22 08:21:50,0,100,821,1,2024-10-22 08:21:50,R_3iUtvbjFsEovIue,anonymous,EN,1,,0,0,,1,68,1,7,4,3,4,4,3,1,2,1,1,4,2,3,3,2,5,2,2,5,3,3,3|4|5|2|1,3,3,2,1,1,6,4,3,5,7,6,4,6,1|7|3|8|6|4|5|2,2,1,2,3,4,1|4|3|2|5,2,4,1|2,1,3,1,3,5,2,3,6,6,5,6,6,6,6,5,5,6,6,9|8|7|2|10|11|1|3|5|4|6,2,3|2|1|4,5,5,3,4,4,3,Condition2_Env
2024-10-22 08:22:56,2024-10-22 08:31:04,0,100,488,1,2024-10-22 08:31:05,R_23WRgElPQFIkhvD,anonymous,EN,0.699999988079071,,0,0,,1,53,1,4,1,2,3,2,2,1,1,1,1,1,1,1,2,4,4,2,1,1,5,1,4|3|2|5|1,5,5,5,5,5,6,7,3,6,7,6,6,6,8|1|7|4|5|3|2|6,5,5,5,1,5,4|3|2|1|5,5,5,2|1,2,2,1,3,5,2,5,7,7,7,7,7,7,7,7,7,7,7,3|10|1|9|11|7|4|6|8|5|2,1,1|4|3|2,5,5,5,4,4,3,Condition1_Eco
2024-10-22 08:20:25,2024-10-22 08:35:32,0,100,906,1,2024-10-22 08:35:33,R_1jCkQ16BPLm0294,anonymous,EN,1,,0,0,,1,44,1,7,1,4,3,4,2,1,1,1,1,3,1,1,2,4,3,2,2,2,3,1,1|4|2|3|5,4,3,3,1,1,7,6,7,6,5,6,6,6,8|4|7|3|1|6|2|5,1,3,3,2,3,4|1|2|3|5,4,4,2|1,2,2,1,3,5,2,5,6,5,5,5,6,7,5,4,6,6,7,7|8|5|10|9|1|6|11|3|2|4,4,1|4|2|3,1,1,3,3,3,3,Condition3_Ctrl
2024-10-22 08:25:04,2024-10-22 08:39:25,0,100,861,1,2024-10-22 08:39:26,R_3NJSI5BnEI51tfw,anonymous,EN,1,,0,0,,1,50,1,7,1,4,4,4,4,1,2,1,1,2,1,1,1,4,5,1,2,4,4,2,1|2|4|5|3,5,5,4,3,2,4,5,7,5,4,4,4,4,1|6|8|7|4|5|2|3,1,4,4,1,1,3|1|4|2|5,3,5,1|2,2,1,1,2,1,1,1,7,4,7,5,6,6,7,6,6,6,7,6|10|1|8|4|7|11|5|3|2|9,1,2|3|4|1,3,4,4,2,4,3,Condition2_Env
2024-10-22 09:15:21,2024-10-22 09:27:50,0,100,749,1,2024-10-22 09:27:50,R_1jpPu2fjpli3E5R,anonymous,EN,1,,0,0,,1,44,1,5,1,3,4,4,3,1,1,3,2,4,1,1,2,4,5,2,1,1,1,1,5|2|4|3|1,5,4,3,2,1,6,6,7,6,6,6,2,7,7|4|1|5|6|8|3|2,4,5,5,4,4,2|1|3|4|5,3,3,1|2,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,1|9|6|5|2|8|10|3|7|4|11,4,4|3|2|1,5,5,4,4,4,3,Condition3_Ctrl
2024-10-22 09:24:12,2024-10-22 09:32:37,0,100,505,1,2024-10-22 09:32:38,R_2wHPvghRDPtOYwx,anonymous,EN,1,,0,0,,1,62,1,7,1,2,2,3,3,1,2,3,2,2,1,1,1,5,5,3,2,2,4,3,4|2|1|5|3,5,5,5,5,5,6,5,6,6,6,6,6,5,8|2|5|6|4|3|7|1,4,4,4,1,4,3|1|2|4|5,5,5,2|1,2,2,2,5,3,1,5,7,6,6,7,6,6,7,6,6,4,6,3|11|2|9|10|1|7|5|6|8|4,2,4|2|3|1,4,4,5,4,4,4,Condition1_Eco
2024-10-22 09:47:33,2024-10-22 09:58:06,0,100,632,1,2024-10-22 09:58:07,R_2EuFM1p3NRfxkp7,anonymous,EN,1,,0,5,,1,56,2,4,1,2,4,4,2,1,2,2,1,2,3,1,3,4,4,2,1,1,5,4,2|1|3|4|5,4,4,4,2,2,7,7,7,7,7,6,6,7,7|6|2|5|3|1|4|8,4,4,4,1,4,2|4|3|1|5,4,4,1|2,2,2,2,3,4,3,3,6,6,7,6,7,6,4,6,6,6,6,4|10|7|2|6|11|9|8|5|3|1,4,2|3|4|1,4,4,4,4,5,4,Condition3_Ctrl
2024-10-22 09:39:05,2024-10-22 10:08:56,0,100,1790,1,2024-10-22 10:08:57,R_1P6QNc5mPMsNCEJ,anonymous,EN,1,,0,5,,1,46,1,7,1,4,4,4,4,1,2,1,2,2,1,1,1,4,4,2,1,1,5,1,1|5|3|2|4,4,4,4,4,4,7,7,6,6,5,6,6,6,1|2|5|6|8|4|7|3,4,5,5,1,4,1|4|2|3|5,5,5,2|1,1,1,2,4,4,2,5,7,7,7,7,7,7,7,7,7,7,7,7|11|5|9|6|8|10|4|2|3|1,1,2|4|1|3,2,2,5,3,3,3,Condition2_Env
2024-10-22 10:15:15,2024-10-22 10:31:56,0,100,1000,1,2024-10-22 10:31:56,R_sRTYFjAW4ZMYFe9,anonymous,EN,1,,0,0,,1,50,1,7,1,2,3,2,2,2,2,2,2,2,1,2,1,4,4,4,2,2,5,1,1|4|2|3|5,4,4,4,3,2,6,6,6,6,2,7,7,4,5|4|3|7|1|2|8|6,5,5,5,4,5,3|2|4|1|5,5,5,1|2,3,2,2,3,5,1,4,7,7,7,6,7,5,5,6,6,4,6,2|5|10|6|9|4|8|7|3|1|11,2,4|2|3|1,4,2,4,2,5,4,Condition1_Eco
2024-10-22 10:33:29,2024-10-22 10:40:36,0,100,427,1,2024-10-22 10:40:37,R_1FtD4ZvQVlX2Ygz,anonymous,EN,1,,0,50,,1,58,1,3,1,2,1,2,4,1,2,1,1,4,3,1,2,2,2,2,1,1,5,3,5|2|1|3|4,3,3,2,1,1,7,6,6,5,7,7,6,7,5|2|7|4|3|8|6|1,3,3,3,3,5,2|1|3|4|5,4,4,2|1,1,1,1,3,3,3,4,7,7,7,7,7,7,7,7,7,7,7,9|8|3|4|6|2|1|7|5|10|11,1,4|1|2|3,5,5,5,5,5,5,Condition2_Env
2024-10-22 10:59:53,2024-10-22 11:06:11,0,100,378,1,2024-10-22 11:06:12,R_1ieSqqIhX5FZmSs,anonymous,EN,1,,0,0,,1,30,1,7,5,2,4,1,2,1,2,1,1,4,3,4,2,3,3,2,1,1,4,1,3|2|1|5|4,4,4,4,4,4,7,7,5,7,5,6,6,6,8|1|4|6|3|2|7|5,3,4,3,4,5,4|2|1|3|5,2,3,2|1,4,4,3,2,2,6,6,6,6,7,6,7,7,6,6,7,6,7,4|9|8|1|11|2|6|10|5|7|3,4,3|1|2|4,4,4,4,5,4,4,Condition3_Ctrl
2024-10-22 15:34:26,2024-10-22 15:54:10,0,100,1184,1,2024-10-22 15:54:10,R_2y3IaVtZXZ8KXNB,anonymous,EN,1,,0,0,,1,38,2,7,2,2,4,3,3,2,2,1,2,4,3,3,3,5,4,1,1,1,5,1,1|4|2|3|5,4,4,4,2,2,6,7,3,5,6,3,6,6,4|7|6|2|8|3|5|1,3,4,4,2,4,4|1|3|2|5,4,4,1|2,3,1,2,3,4,2,5,7,7,7,7,7,7,7,7,7,7,7,11|4|2|1|8|9|10|7|6|3|5,2,2|4|3|1,3,3,4,4,4,4,Condition1_Eco
2024-10-22 17:29:27,2024-10-22 17:37:55,0,100,508,1,2024-10-22 17:37:56,R_1CazlGcNo9H9vrb,anonymous,EN,0.8999999761581421,,0,0,,1,48,2,3,1,3,4,4,3,1,1,1,1,3,2,2,3,4,3,1,1,1,5,1,2|3|1|4|5,5,5,5,4,2,6,7,6,6,7,6,7,6,2|7|1|4|6|3|8|5,3,3,3,4,4,1|2|3|4|5,4,4,2|1,3,3,2,6,6,6,3,7,7,7,7,7,7,7,7,7,7,7,3|1|4|5|11|10|8|2|6|9|7,1,4|3|2|1,2,3,5,4,4,4,Condition2_Env
2024-10-22 18:55:04,2024-10-22 19:08:34,0,100,809,1,2024-10-22 19:08:35,R_1HeNfBIXEyIev5P,anonymous,EN,1,,0,0,,1,43,1,7,1,3,1,1,2,1,2,2,2,2,2,1,2,3,3,2,2,1,4,3,1|4|5|2|3,3,3,3,3,2,4,4,6,2,3,4,3,6,5|8|3|2|1|6|7|4,4,5,5,2,4,4|3|2|1|5,3,3,2|1,6,6,2,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,5|2|9|3|10|8|11|7|1|4|6,2,3|4|1|2,4,4,4,5,5,5,Condition3_Ctrl
2024-10-22 19:35:15,2024-10-22 19:40:25,0,100,309,1,2024-10-22 19:40:26,R_2PvPcFYN5S4JPsi,anonymous,EN,0.6000000238418579,,0,0,,1,45,1,4,1,2,2,2,2,1,1,1,2,2,2,1,2,5,4,2,5,1,5,2,3|4|2|5|1,5,5,5,5,2,7,7,5,6,5,6,6,6,2|3|7|6|8|5|1|4,5,5,5,5,5,2|4|1|3|5,5,5,2|1,5,3,2,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,11|6|7|10|8|4|9|3|5|2|1,1,2|1|4|3,5,5,5,5,5,5,Condition2_Env
2024-10-22 21:46:00,2024-10-22 22:09:18,0,100,1398,1,2024-10-22 22:09:19,R_d5nllnfyDja1y4p,anonymous,EN,1,,0,0,,1,57,1,3,1,4,4,2,2,1,2,1,1,4,2,2,3,4,5,2,2,2,2,4,1|4|3|2|5,4,4,4,3,2,7,7,7,7,7,7,7,7,8|3|7|6|4|2|1|5,3,4,4,4,4,1|4|2|3|5,3,5,2|1,2,3,1,2,5,4,2,6,6,7,7,7,6,7,7,7,7,7,4|3|8|9|7|2|11|6|1|10|5,1,4|3|1|2,4,4,2,4,4,4,Condition1_Eco
2024-10-23 16:03:17,2024-10-23 16:08:06,0,100,288,1,2024-10-23 16:08:07,R_wXf6AV56SSheDvj,anonymous,EN,0.8999999761581421,,0,0,,1,50,1,5,1,4,2,4,1,1,2,1,1,3,2,2,2,4,3,2,2,2,4,2,3|1|2|5|4,4,4,4,4,4,5,6,5,6,5,4,6,5,4|7|2|1|6|8|3|5,3,2,3,3,2,1|3|4|2|5,5,5,2|1,6,6,2,5,2,2,1,5,5,4,4,4,5,5,5,4,5,5,5|9|3|6|11|7|4|2|10|1|8,4,3|2|1|4,3,3,4,3,3,3,Condition3_Ctrl
2024-10-23 16:03:14,2024-10-23 16:13:20,0,100,605,1,2024-10-23 16:13:21,R_2zcKURh2Ver7Y9S,anonymous,EN,1,,0,0,,1,53,1,7,1,1,1,3,1,1,2,1,1,4,4,5,3,3,3,1,1,1,4,2,4|3|1|2|5,4,4,1,1,1,6,6,6,6,6,6,6,6,7|8|2|5|6|3|4|1,1,4,4,4,4,2|1|3|4|5,4,4,1|2,3,3,3,3,2,2,2,7,7,7,7,7,7,7,7,7,7,7,2|9|1|4|6|5|10|3|11|8|7,4,4|1|3|2,1,4,4,4,4,4,Condition3_Ctrl
2024-10-23 16:11:35,2024-10-23 16:16:38,0,100,302,1,2024-10-23 16:16:39,R_2ePERW7VHG9xpwJ,anonymous,EN,1,,0,0,,1,47,1,5,1,2,4,1,1,1,2,1,2,3,3,4,3,3,2,1,1,1,5,1,2|3|1|5|4,4,4,4,4,4,6,6,6,6,6,7,6,6,2|1|5|8|3|6|4|7,4,5,5,3,4,2|1|3|4|5,4,4,1|2,5,5,2,5,3,3,1,7,6,7,6,6,7,6,6,6,5,6,3|1|6|4|8|2|9|11|10|7|5,2,2|3|4|1,3,4,4,4,4,4,Condition1_Eco
2024-10-23 16:11:16,2024-10-23 16:21:22,0,100,606,1,2024-10-23 16:21:23,R_22mNQ8PWknYcDlH,anonymous,EN,1,,0,0,,1,54,1,6,1,2,2,3,3,1,2,1,2,4,2,4,2,3,4,1,1,1,5,1,5|3|2|1|4,4,4,3,3,3,6,7,7,6,7,6,6,2,7|3|8|5|4|2|6|1,2,2,2,2,3,4|3|1|2|5,4,4,1|2,6,6,6,3,2,2,1,7,7,6,7,6,7,7,7,7,7,7,11|2|7|6|4|9|1|3|5|8|10,4,3|4|2|1,5,5,5,4,4,5,Condition2_Env
2024-10-23 16:14:03,2024-10-23 16:23:46,0,100,582,1,2024-10-23 16:23:47,R_1mszlLdBstwsya6,anonymous,EN,1,,0,0,,1,52,1,5,1,4,4,4,2,1,2,3,3,1,1,1,1,2,5,1,2,2,2,4,4|3|1|2|5,5,5,5,5,5,5,3,3,6,3,6,6,3,8|2|4|7|6|5|3|1,2,5,5,1,4,2|4|3|1|5,5,5,2|1,2,3,2,2,4,2,1,5,7,3,4,5,7,4,5,5,5,5,9|3|5|7|8|10|11|4|1|2|6,2,3|2|1|4,4,4,4,3,3,3,Condition3_Ctrl
2024-10-23 16:17:54,2024-10-23 16:26:04,0,100,490,1,2024-10-23 16:26:05,R_W09bRlNo6sbGp3j,anonymous,EN,1,,0,0,,1,38,1,7,1,2,2,1,1,2,2,3,1,3,4,2,1,1,4,2,2,2,4,5,2|1|5|4|3,4,4,4,4,4,5,5,5,7,3,7,7,7,8|3|2|4|6|1|5|7,1,4,4,2,3,4|2|1|3|5,3,5,2|1,5,4,5,3,1,1,1,7,4,7,7,7,7,7,7,7,7,7,9|11|6|4|2|7|8|1|10|3|5,1,3|2|4|1,4,4,2,2,1,2,Condition1_Eco
2024-10-23 16:16:48,2024-10-23 16:26:29,0,100,580,1,2024-10-23 16:26:30,R_1IDSBFBWuPyBlzZ,anonymous,EN,0.699999988079071,,0,0,,1,60,1,7,1,1,1,3,3,1,2,1,1,3,3,2,3,3,4,2,1,1,4,1,1|3|5|2|4,3,2,2,2,2,6,6,6,6,6,4,6,6,6|2|3|7|4|5|8|1,1,3,4,3,4,2|1|3|4|5,2,3,1|2,2,2,1,5,4,3,1,6,7,5,5,6,7,6,7,6,7,6,7|3|4|9|1|6|8|2|5|10|11,4,4|1|3|2,3,2,2,3,4,3,Condition2_Env
2024-10-23 16:30:26,2024-10-23 16:37:47,0,100,441,1,2024-10-23 16:37:48,R_1mEs7K5ofXbMVOv,anonymous,EN,,,0,0,,1,56,1,5,1,3,3,5,3,1,1,1,2,3,4,2,4,3,5,2,2,1,3,4,2|5|1|3|4,4,4,4,2,1,6,6,7,6,7,5,6,7,5|7|1|3|2|8|4|6,2,4,5,2,4,4|1|2|3|5,5,1,1|2,6,3,3,4,4,4,5,7,7,6,7,7,7,6,6,7,7,7,7|6|9|2|4|8|11|1|10|3|5,2,2|3|4|1,2,4,4,3,4,4,Condition2_Env
2024-10-23 16:21:51,2024-10-23 16:37:48,0,100,957,1,2024-10-23 16:37:49,R_1E56MqN9jHBNi1e,anonymous,EN,1,,0,0,,1,73,1,4,4,2,5,5,5,1,1,1,1,1,1,1,1,5,5,1,2,1,4,4,4|3|5|2|1,5,5,5,5,5,7,7,3,7,4,4,6,7,7|6|4|3|5|8|1|2,4,5,5,1,2,2|1|3|4|5,5,5,1|2,1,1,1,5,4,1,1,7,7,7,7,7,7,7,7,7,7,7,8|2|11|6|3|5|9|7|1|4|10,1,4|1|3|2,5,5,5,5,5,5,Condition1_Eco
2024-10-23 16:28:25,2024-10-23 16:41:58,0,100,813,1,2024-10-23 16:41:59,R_3GcYH8RtLgfMH35,anonymous,EN,1,,0,0,,1,63,2,5,4,1,2,1,1,1,2,1,1,4,4,4,4,2,5,4,1,1,5,1,4|5|1|3|2,5,4,1,1,1,6,7,5,7,6,7,7,7,6|4|5|2|7|1|8|3,2,2,4,5,5,4|1|2|3|5,2,4,1|2,4,2,1,4,4,2,5,7,7,7,7,7,7,7,7,7,7,7,11|10|3|1|9|2|4|5|6|7|8,1,1|3|4|2,4,4,1,2,2,2,Condition3_Ctrl
2024-10-23 16:11:21,2024-10-23 16:50:39,0,100,2357,1,2024-10-23 16:50:40,R_1pyxK85RHJ5593X,anonymous,EN,1,,0,0,,1,73,1,3,4,4,4,4,3,1,1,1,2,2,2,2,1,3,4,1,1,1,5,2,2|3|4|5|1,5,5,5,1,1,5,3,6,7,4,7,6,6,8|5|7|4|6|3|1|2,3,4,4,2,4,1|3|2|4|5,4,5,2|1,2,3,3,2,2,1,1,7,7,4,7,7,7,4,7,7,7,7,5|8|7|2|10|1|9|4|11|6|3,1,4|3|2|1,5,5,5,4,4,4,Condition3_Ctrl
2024-10-23 16:49:07,2024-10-23 16:59:45,0,100,638,1,2024-10-23 16:59:46,R_1IfNExSoZ0YNUtf,anonymous,EN,1,,0,0,,1,52,1,7,1,2,2,2,2,1,2,1,1,4,2,2,3,3,5,2,1,1,5,1,1|4|2|5|3,5,4,3,1,1,7,7,6,3,2,2,5,5,5|2|4|8|7|3|1|6,3,3,3,4,4,2|3|1|4|5,4,4,2|1,3,3,3,4,4,2,4,7,7,7,7,7,7,7,7,7,7,7,11|2|1|4|5|3|6|7|9|8|10,1,2|1|3|4,3,5,3,2,2,3,Condition2_Env
2024-10-23 16:48:13,2024-10-23 17:04:34,0,100,981,1,2024-10-23 17:04:35,R_2bId2Fl60vvngV7,anonymous,EN,1,,0,0,,1,67,1,9,4,1,3,4,1,1,1,1,3,5,5,2,5,2,4,4,5,1,5,5,4|5|2|3|1,3,2,1,1,1,7,1,7,2,7,1,2,7,7|2|1|8|3|5|4|6,1,1,1,5,5,2|1|3|4|5,1,1,2|1,5,4,1,2,3,2,6,7,7,7,7,7,7,7,7,7,7,7,6|9|11|2|10|4|5|8|3|7|1,2,3|1|2|4,4,3,5,5,5,5,Condition1_Eco
2024-10-23 17:00:03,2024-10-23 17:14:12,0,100,849,1,2024-10-23 17:14:13,R_2OHGmW8QfXfKvr3,anonymous,EN,0.8999999761581421,,0,0,,1,46,1,8,1,4,2,3,3,1,2,1,2,2,1,1,1,4,5,1,1,1,4,2,2|3|4|5|1,5,5,5,5,5,2,7,2,7,1,1,7,1,4|2|7|3|1|5|6|8,4,5,5,1,4,2|4|3|1|5,5,5,1|2,1,1,1,3,5,2,1,7,7,7,7,7,7,7,7,7,7,7,4|5|6|8|10|1|2|3|9|11|7,4,3|1|4|2,2,3,3,3,4,3,Condition1_Eco
2024-10-23 17:05:50,2024-10-23 17:18:12,0,100,741,1,2024-10-23 17:18:12,R_24OsVSrrsOH5Aho,anonymous,EN,0.8999999761581421,,0,0,,1,32,1,4,1,1,4,1,1,1,2,2,2,4,4,3,5,3,4,1,3,3,2,5,1|5|3|2|4,2,1,1,1,1,7,4,7,3,7,4,7,7,3|1|7|4|6|5|8|2,3,3,3,5,3,3|2|4|1|5,1,1,2|1,6,3,1,2,2,2,1,7,7,7,7,7,7,7,7,7,7,7,5|1|2|4|8|9|3|10|11|6|7,4,3|4|2|1,4,5,4,5,5,5,Condition3_Ctrl
2024-10-23 17:11:50,2024-10-23 17:26:14,0,100,863,1,2024-10-23 17:26:14,R_2vkKpP5glpBW2WR,anonymous,EN,1,,0,0,,1,60,1,2,1,1,4,1,1,2,2,1,1,1,2,4,4,1,3,4,2,1,5,4,2|3|4|1|5,1,1,1,1,1,6,6,6,6,6,6,6,6,6|7|3|5|4|1|8|2,1,1,1,5,5,1|3|2|4|5,1,1,2|1,1,1,2,5,1,1,3,7,7,7,7,7,7,7,7,7,7,7,7|1|4|3|8|11|5|6|2|10|9,2,4|1|3|2,4,4,3,4,5,4,Condition2_Env
2024-10-23 17:27:53,2024-10-23 17:35:13,0,100,439,1,2024-10-23 17:35:14,R_1eWQTKMpDyihB6V,anonymous,EN,1,,0,0,,1,48,1,7,1,2,3,4,2,2,2,2,2,1,2,3,1,3,4,4,1,2,4,4,1|3|4|5|2,4,4,4,3,2,6,6,6,5,3,6,5,5,8|2|6|1|3|7|5|4,5,5,5,2,3,3|2|1|4|5,4,4,2|1,4,3,2,5,1,1,2,6,4,6,7,6,7,7,6,7,6,7,3|1|6|7|5|4|2|8|10|11|9,2,4|2|3|1,4,2,4,3,3,4,Condition1_Eco
2024-10-23 17:47:06,2024-10-23 17:55:38,0,100,511,1,2024-10-23 17:55:38,R_2U3i7MwQrwdUNSE,anonymous,EN,1,,0,0,,1,45,1,1,1,2,2,3,1,2,2,1,2,3,5,5,5,5,5,2,1,1,4,4,1|3|2|5|4,4,4,4,4,4,7,7,5,7,6,7,7,6,8|4|1|7|6|2|5|3,1,5,5,3,5,3|1|4|2|5,5,5,2|1,2,2,2,5,5,4,6,6,6,6,6,6,6,6,6,6,6,6,7|4|5|9|6|8|1|3|11|10|2,1,3|2|4|1,5,3,5,4,5,5,Condition1_Eco
2024-10-23 17:39:35,2024-10-23 18:02:07,0,100,1351,1,2024-10-23 18:02:07,R_2wTt2zAaFtVvYwy,anonymous,EN,0.10000000149011612,,0,0,,1,40,1,2,1,4,1,3,4,1,1,1,3,4,1,2,2,4,4,2,2,1,2,4,3|5|2|4|1,4,4,4,4,2,7,6,6,6,6,6,7,6,7|3|6|5|2|8|4|1,4,5,5,4,4,2|1|3|4|5,4,5,2|1,2,2,1,4,5,6,6,7,7,4,7,7,7,7,7,7,7,7,2|1|11|10|9|7|3|4|8|6|5,4,3|1|4|2,5,4,5,3,5,5,Condition3_Ctrl
2024-10-23 17:52:14,2024-10-23 18:06:44,0,100,869,1,2024-10-23 18:06:44,R_1go5jVsfpNbnL7t,anonymous,EN,1,,0,0,,1,70,1,6,4,3,4,4,5,1,2,1,1,2,1,2,3,3,4,4,2,1,4,2,4|1|3|2|5,5,4,2,2,1,6,6,6,5,6,6,4,6,2|3|1|5|8|7|4|6,3,2,2,3,3,1|4|2|3|5,2,4,2|1,3,3,1,1,3,3,6,7,7,7,7,7,7,7,7,7,7,7,6|4|2|8|3|5|11|10|7|9|1,2,3|4|1|2,3,4,3,4,3,4,Condition2_Env
2024-10-23 17:29:56,2024-10-23 18:09:15,0,100,2358,1,2024-10-23 18:09:15,R_1H2df4FBGVA0YYM,anonymous,EN,0.8999999761581421,,0,0,,1,66,1,5,4,3,3,4,2,1,1,1,1,2,2,2,2,2,4,2,1,2,3,2,2|5|4|1|3,4,4,4,4,4,5,5,5,4,4,5,5,5,5|4|2|1|8|6|3|7,4,5,5,3,3,2|3|1|4|5,4,4,1|2,3,3,3,3,4,3,6,5,5,5,5,5,6,5,5,6,4,5,9|3|10|6|11|5|1|7|2|8|4,1,2|1|3|4,3,3,3,3,3,3,Condition3_Ctrl
2024-10-23 18:01:44,2024-10-23 18:10:30,0,100,525,1,2024-10-23 18:10:30,R_2b1qoAEPbVfoPK4,anonymous,EN,1,,0,0,,1,40,1,2,1,4,4,4,1,1,2,1,1,4,4,3,4,1,4,2,2,1,4,5,5|2|4|1|3,4,4,4,1,1,7,7,7,7,7,7,7,7,1|3|8|6|2|7|5|4,2,4,4,3,3,1|3|4|2|5,4,4,1|2,5,5,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,1|2|8|9|11|5|7|6|3|10|4,3,1|3|2|4,4,4,3,4,4,4,Condition1_Eco
2024-10-23 18:03:41,2024-10-23 18:17:03,0,100,801,1,2024-10-23 18:17:03,R_1LLFwqzl6D0GdGk,anonymous,EN,1,,0,0,,1,73,1,7,4,4,3,4,3,1,2,1,2,1,2,1,1,4,5,1,1,1,1,1,1|3|2|5|4,5,5,5,5,5,2,6,2,6,4,4,6,5,4|7|5|1|3|6|8|2,3,4,4,1,4,3|4|1|2|5,5,5,2|1,3,3,4,5,1,1,3,7,7,7,6,7,7,7,7,6,7,7,5|6|7|8|11|3|10|1|4|2|9,4,1|2|3|4,5,5,4,4,4,4,Condition2_Env
2024-10-23 17:59:31,2024-10-23 18:20:54,0,100,1283,1,2024-10-23 18:20:55,R_0lGbAnitKosopOh,anonymous,EN,1,,0,0,,1,66,1,5,1,4,3,2,2,1,2,2,1,4,1,1,3,3,4,2,1,1,4,4,3|1|4|5|2,4,4,4,1,1,7,7,7,6,7,7,7,7,3|8|2|7|5|1|4|6,1,4,5,4,4,3|4|1|2|5,5,5,1|2,6,6,1,4,2,1,1,7,7,7,7,7,7,7,7,7,7,7,5|1|7|8|3|2|9|10|11|6|4,4,2|3|1|4,3,4,4,4,4,4,Condition3_Ctrl
2024-10-23 18:17:14,2024-10-23 18:23:08,0,100,354,1,2024-10-23 18:23:09,R_3MRJubRfqWEjENm,anonymous,EN,1,,0,0,,1,56,1,7,1,1,2,1,1,1,2,1,2,1,1,1,1,5,5,2,2,4,4,4,4|1|3|5|2,5,5,4,4,4,6,6,5,6,7,5,5,4,3|1|8|2|4|7|6|5,4,4,4,4,4,1|3|2|4|5,5,4,1|2,2,1,1,3,5,2,2,7,7,6,6,6,6,7,6,7,7,6,3|6|9|5|11|2|8|4|7|1|10,1,2|3|1|4,4,3,4,3,4,4,Condition1_Eco
2024-10-23 18:25:37,2024-10-23 18:35:42,0,100,605,1,2024-10-23 18:35:43,R_1IcnFfkk2DVXc0U,anonymous,EN,1,,0,0,,1,50,1,2,1,2,3,3,1,1,1,1,1,3,1,1,1,3,5,1,1,2,4,4,3|1|4|2|5,3,3,3,3,1,6,6,6,5,4,5,4,5,5|8|2|7|4|6|3|1,1,5,5,3,3,2|3|4|1|5,4,4,1|2,3,3,1,5,5,3,3,6,7,7,6,6,7,7,6,7,6,7,10|7|6|11|3|8|9|1|4|2|5,1,4|3|1|2,4,3,3,4,4,4,Condition2_Env
